query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518399.1,,rev,223773,224903,PF06737,Transglycosylas  Transglycosylase-like domain,4.80E-34,PF03990,DUF348  Domain of unknown function (DUF348),1.40E-22,PF07501,G5  G5 domain,5.10E-15,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518159.1,,rev,225236,226063,PF01026,TatD_DNase  TatD related DNase,2.20E-67,PF01261,AP_endonuc_2  Xylose isomerase-like TIM barrel,0.00046,PF04723,GRDA  Glycine reductase complex selenoprotein A,0.073,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518161.1,,fwd,226131,227690,PF09334,tRNA-synt_1g  tRNA synthetases class I (M),5.30E-113,PF00133,tRNA-synt_1  tRNA synthetases class I (I  L  M and V),4.20E-34,PF01406,tRNA-synt_1e  tRNA synthetases class I (C) catalytic domain,2.40E-11,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518162.1,,rev,227763,228689,PF08450,SGL  SMP-30/Gluconolaconase/LRE-like region,4.70E-14,PF03088,Str_synth  Strictosidine synthase,5.10E-05,PF01731,Arylesterase  Arylesterase,0.0021,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518164.1,,fwd,229139,230191,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.60E-10,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.30E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.00024,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518166.1,,fwd,230193,231110,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.60E-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00045,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.099,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518168.1,,fwd,231107,232783,PF00501,AMP-binding  AMP-binding enzyme,2.30E-61,,,,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518170.1,,fwd,232780,233055,NO PFAM MATCH,,,,,,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518171.1,D,fwd,233126,234169,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,4.10E-43,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.00E-28,PF07993,NAD_binding_4  Male sterility protein,6.20E-22,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518173.1,,fwd,234205,235401,NO PFAM MATCH,,,,,,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518175.1,MMPL,fwd,235398,237545,PF03176,MMPL  MMPL family,6.40E-67,,,,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518177.1,,rev,237588,238436,PF00590,TP_methylase  Tetrapyrrole (Corrin/Porphyrin) Methylases,4.80E-25,PF04909,Amidohydro_2  Amidohydrolase,0.012,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518401.1,,fwd,238594,240183,PF16192,PMT_4TMC  C-terminal four TMM region of protein-O-mannosyltransferase,1.50E-20,PF02366,PMT  Dolichyl-phosphate-mannose-protein mannosyltransferase,6.60E-16,PF13231,PMT_2  Dolichyl-phosphate-mannose-protein mannosyltransferase,8.90E-09,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518178.1,,rev,240232,240606,PF00392,GntR  Bacterial regulatory proteins  gntR family,1.70E-14,PF14502,HTH_41  Helix-turn-helix domain,1.40E-05,PF13412,HTH_24  Winged helix-turn-helix DNA-binding,2.20E-05,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518180.1,,rev,240613,241842,PF02274,Amidinotransf  Amidinotransferase,5.60E-88,,,,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518182.1,,fwd,241946,242467,PF09278,MerR-DNA-bind  MerR  DNA binding,1.60E-17,PF13411,MerR_1  MerR HTH family regulatory protein,3.00E-15,PF00376,MerR  MerR family regulatory protein,9.30E-13,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518184.1,,rev,242442,243290,PF00106,adh_short  short chain dehydrogenase,7.30E-49,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,4.90E-40,PF08659,KR  KR domain,5.50E-12,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519175.1,,rev,118,1509,PF03583,LIP  Secretory lipase,2.90E-56,PF00864,P2X_receptor  ATP P2X receptor,0.13,PF00326,Peptidase_S9  Prolyl oligopeptidase family,0.13,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519177.1,,rev,1532,4387,PF13424,TPR_12  Tetratricopeptide repeat,2.50E-11,PF00196,GerE  Bacterial regulatory proteins  luxR family,2.80E-11,PF07719,TPR_2  Tetratricopeptide repeat,5.00E-06,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519179.1,,rev,4516,5457,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2.00E-05,,,,,,,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519181.1,,rev,5462,6508,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.50E-12,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,5.90E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.0099,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519183.1,,fwd,7005,8669,PF00501,AMP-binding  AMP-binding enzyme,1.70E-59,,,,,,,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084521100.1,D,fwd,8739,9857,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,6.70E-43,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,8.00E-28,PF13460,NAD_binding_10  NAD(P)H-binding,1.20E-22,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519185.1,B,fwd,10007,10837,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,2.40E-22,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,2.30E-21,PF12146,Hydrolase_4  Serine aminopeptidase  S33,4.70E-11,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084521101.1,,rev,11168,12604,PF00773,RNB  RNB domain,3.10E-41,,,,,,,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519187.1,,rev,12619,12951,PF05123,S_layer_N  S-layer like family  N-terminal region,4.1,,,,,,,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519189.1,,fwd,13948,14835,PF12146,Hydrolase_4  Serine aminopeptidase  S33,1.10E-15,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,1.70E-11,PF05448,AXE1  Acetyl xylan esterase (AXE1),3.30E-08,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519217.1,,rev,15123,16328,PF00300,His_Phos_1  Histidine phosphatase superfamily (branch 1),8.70E-59,PF13456,RVT_3  Reverse transcriptase-like,1.90E-24,PF00075,RNase_H  RNase H,5.20E-09,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519191.1,,rev,16477,17214,PF02591,zf-RING_7  C4-type zinc ribbon domain,7.90E-11,PF09723,Zn-ribbon_8  Zinc ribbon domain,0.037,PF12325,TMF_TATA_bd  TATA element modulatory factor 1 TATA binding,0.099,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519219.1,,fwd,17458,17898,PF02566,OsmC  OsmC-like protein,1.20E-13,,,,,,,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067519221.1,,rev,18163,19293,PF01784,NIF3  NIF3 (NGG1p interacting factor 3),1.00E-67,,,,,,,,,,
WP_067519183.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084521108.1,,rev,19447,20667,PF00155,Aminotran_1_2  Aminotransferase class I and II,1.30E-28,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868328.1,,fwd,463815,465020,PF03453,MoeA_N  MoeA N-terminal region (domain I and II),4.30E-36,PF00994,MoCF_biosynth  Probable molybdopterin binding domain,1.00E-23,PF03454,MoeA_C  MoeA C-terminal region (domain IV),2.20E-13,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868331.1,,fwd,465017,466129,PF01967,MoaC  MoaC family,1.90E-46,PF00994,MoCF_biosynth  Probable molybdopterin binding domain,3.70E-27,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868334.1,,fwd,466122,466547,PF02391,MoaE  MoaE protein,3.30E-33,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868337.1,,rev,466561,467583,PF02492,cobW  CobW/HypB/UreG  nucleotide-binding domain,3.50E-44,PF07683,CobW_C  Cobalamin synthesis protein cobW C-terminal domain,1.50E-13,PF03193,DUF258  Protein of unknown function  DUF258,7.10E-05,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067869202.1,,rev,467682,469136,PF01520,Amidase_3  N-acetylmuramoyl-L-alanine amidase,5.60E-32,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067869205.1,,fwd,469845,470249,NO PFAM MATCH,,,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067869208.1,,fwd,470387,471448,PF01087,GalP_UDP_transf  Galactose-1-phosphate uridyl transferase  N-terminal domain,2.90E-38,PF02744,GalP_UDP_tr_C  Galactose-1-phosphate uridyl transferase  C-terminal domain,5.70E-15,PF16285,DUF4931  Domain of unknown function (DUF4931),0.043,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084473773.1,,fwd,471445,472554,PF10509,GalKase_gal_bdg  Galactokinase galactose-binding signature,6.90E-16,PF00288,GHMP_kinases_N  GHMP kinases N terminal domain,6.80E-15,PF08544,GHMP_kinases_C  GHMP kinases C terminal,7.70E-13,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868340.1,,fwd,472898,473947,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.80E-12,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.20E-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.0082,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868342.1,,fwd,473958,474866,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,7.30E-05,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.80E-05,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.078,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868345.1,,fwd,474863,476533,PF00501,AMP-binding  AMP-binding enzyme,3.20E-57,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.064,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084473815.1,,fwd,476545,476820,NO PFAM MATCH,,,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868351.1,D,fwd,476817,477857,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,2.20E-40,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.10E-29,PF13460,NAD_binding_10  NAD(P)H-binding,1.20E-22,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868353.1,,fwd,477878,479071,NO PFAM MATCH,,,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868357.1,MMPL,fwd,479068,481212,PF03176,MMPL  MMPL family,6.30E-69,,,,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868360.1,,fwd,481209,481628,PF03061,4HBT  Thioesterase superfamily,3.40E-15,PF13622,4HBT_3  Thioesterase-like superfamily,0.00044,PF14539,DUF4442  Domain of unknown function (DUF4442),0.0082,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868363.1,,rev,481635,482513,PF00107,ADH_zinc_N  Zinc-binding dehydrogenase,9.80E-13,PF13602,ADH_zinc_N_2  Zinc-binding dehydrogenase,4.90E-05,PF08240,ADH_N  Alcohol dehydrogenase GroES-like domain,0.03,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868366.1,,fwd,482717,483385,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,3.00E-14,PF04829,PT-VENN  Pre-toxin domain with VENN motif,9.5,,,,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868369.1,,fwd,483443,484033,PF03729,DUF308  Short repeat of unknown function (DUF308),2.60E-24,PF03694,Erg28  Erg28 like protein,0.032,PF13988,DUF4225  Protein of unknown function (DUF4225),5.3,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067868371.1,,fwd,484120,484383,PF04226,Transgly_assoc  Transglycosylase associated protein,6.50E-10,PF11151,DUF2929  Protein of unknown function (DUF2929),0.019,PF0126,UPF0126  UPF0126 domain,0.043,,,,
WP_067868345.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067869214.1,,rev,484415,485458,PF02470,MlaD  MlaD protein,4.90E-19,PF11887,Mce4_CUP1  Cholesterol uptake porter CUP1 of Mce4  putative,0.0027,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691951.1,,fwd,14183,14641,NO PFAM MATCH,,,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691952.1,,fwd,14654,15616,NO PFAM MATCH,,,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040692003.1,,rev,15683,15916,PF15477,SMAP  Small acidic protein family,0.015,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691953.1,,rev,16068,17699,PF00005,ABC_tran  ABC transporter,1.80E-45,PF13304,AAA_21  AAA domain  putative AbiEii toxin  Type IV TA system,1.40E-20,PF02463,SMC_N  RecF/RecN/SMC N terminal domain,1.50E-08,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085998567.1,,rev,17950,18252,PF13340,DUF4096  Putative transposase of IS4/5 family (DUF4096),1.10E-07,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691954.1,,fwd,18581,19732,NO PFAM MATCH,,,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691955.1,,fwd,19930,20694,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.10E-59,PF00106,adh_short  short chain dehydrogenase,2.90E-50,PF08659,KR  KR domain,3.90E-07,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083897994.1,MMPL,rev,20789,22924,PF03176,MMPL  MMPL family,1.00E-81,PF12349,Sterol-sensing  Sterol-sensing domain of SREBP cleavage-activation,0.049,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051182193.1,,rev,23047,24465,PF00067,p450  Cytochrome P450,5.20E-69,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691956.1,D,rev,24522,25574,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,4.60E-44,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.10E-30,PF13460,NAD_binding_10  NAD(P)H-binding,1.40E-23,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083897987.1,,rev,25547,27313,PF00501,AMP-binding  AMP-binding enzyme,6.60E-50,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691958.1,,rev,27235,28143,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,0.00025,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00062,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083897988.1,,rev,28145,29104,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.30E-09,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.90E-09,PF00108,Thiolase_N  Thiolase  N-terminal domain,6.50E-05,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691961.1,,fwd,29629,30744,PF05834,Lycopene_cycl  Lycopene cyclase protein,6.30E-47,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,0.1,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691962.1,,fwd,30744,31694,PF02735,Ku  Ku70/Ku80 beta-barrel domain,1.60E-37,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691968.1,,rev,31921,32298,PF12680,SnoaL_2  SnoaL-like domain,6.00E-14,PF07366,SnoaL  SnoaL-like polyketide cyclase,6.20E-08,PF14534,DUF4440  Domain of unknown function (DUF4440),0.00019,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691969.1,,fwd,32386,33165,PF13560,HTH_31  Helix-turn-helix domain,2.10E-12,PF01381,HTH_3  Helix-turn-helix,3.80E-10,PF12844,HTH_19  Helix-turn-helix domain,0.0019,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085998568.1,,rev,33169,33789,NO PFAM MATCH,,,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051182195.1,,fwd,33995,35104,PF14226,DIOX_N  non-haem dioxygenase in morphine synthesis N-terminal,5.40E-20,PF03171,2OG-FeII_Oxy  2OG-Fe(II) oxygenase superfamily,1.40E-17,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083897989.1,,rev,35112,35978,PF03180,Lipoprotein_9  NLPA lipoprotein,2.70E-59,,,,,,,,,,
WP_083897987.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040691974.1,,fwd,36110,36982,PF03180,Lipoprotein_9  NLPA lipoprotein,6.20E-67,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669153.1,,rev,16877,18184,PF07690,MFS_1  Major Facilitator Superfamily,3.70E-47,PF06779,MFS_4  Uncharacterised MFS-type transporter YbfB,2.30E-05,PF12832,MFS_1_like  MFS_1 like family,0.0036,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669155.1,,rev,18407,19258,PF02882,THF_DHG_CYH_C  Tetrahydrofolate dehydrogenase/cyclohydrolase  NAD(P)-binding domain,1.30E-58,PF00763,THF_DHG_CYH  Tetrahydrofolate dehydrogenase/cyclohydrolase  catalytic domain,1.50E-24,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669158.1,,fwd,19517,20389,PF02698,DUF218  DUF218 domain,3.40E-23,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669161.1,,fwd,20634,21434,PF05175,MTS  Methyltransferase small domain,1.60E-09,PF13847,Methyltransf_31  Methyltransferase domain,1.80E-08,PF06325,PrmA  Ribosomal protein L11 methyltransferase (PrmA),2.80E-06,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669164.1,,rev,21439,22269,PF00106,adh_short  short chain dehydrogenase,8.50E-46,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,1.70E-33,PF08659,KR  KR domain,1.00E-10,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669167.1,,fwd,24023,24694,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.40E-09,PF13384,HTH_23  Homeodomain-like domain,0.00058,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.0024,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_082032008.1,,rev,24763,25479,PF00970,FAD_binding_6  Oxidoreductase FAD-binding domain,4.50E-07,PF00175,NAD_binding_1  Oxidoreductase NAD-binding domain,0.00086,PF08030,NAD_binding_6  Ferric reductase NAD binding domain,0.0019,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052280507.1,,fwd,25756,26421,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,4.60E-06,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669169.1,,fwd,26913,27962,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.10E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.30E-08,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669172.1,,fwd,27971,28888,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,9.60E-07,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00029,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.035,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052280508.1,,fwd,28885,30558,PF00501,AMP-binding  AMP-binding enzyme,1.40E-59,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669175.1,,fwd,30555,30821,NO PFAM MATCH,,,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052280509.1,D,fwd,30818,31867,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,2.10E-40,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.60E-30,PF07993,NAD_binding_4  Male sterility protein,1.90E-20,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669181.1,,fwd,31899,33098,NO PFAM MATCH,,,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669184.1,MMPL,fwd,33095,35209,PF03176,MMPL  MMPL family,8.70E-69,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052280510.1,,fwd,35293,35493,NO PFAM MATCH,,,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669479.1,,rev,35510,36538,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,2.50E-15,PF03486,HI0933_like  HI0933-like protein,1.30E-06,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,1.40E-06,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669192.1,,fwd,36773,37522,PF01909,NTP_transf_2  Nucleotidyltransferase domain,1.20E-06,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052280511.1,,fwd,37730,38770,PF00487,FA_desaturase  Fatty acid desaturase,6.00E-39,PF06738,ThrE  Putative threonine/serine exporter,0.015,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669199.1,,fwd,38838,39887,NO PFAM MATCH,,,,,,,,,,,,
WP_052280508.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043669481.1,,fwd,40024,41046,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.10E-23,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.30E-13,PF13460,NAD_binding_10  NAD(P)H-binding,3.80E-13,,,,
WP_068065561.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_068065539.1,,rev,1513,2400,PF00582,Usp  Universal stress protein family,2.50E-50,,,,,,,,,,
WP_068065561.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_068065545.1,MMPL,rev,2552,4690,PF03176,MMPL  MMPL family,9.90E-67,,,,,,,,,,
WP_068065561.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_068065548.1,,rev,4788,5981,PF00381,PTS-HPr  PTS HPr component phosphorylation site,0.073,,,,,,,,,,
WP_068065561.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_068065554.1,D,rev,6001,7044,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,3.90E-44,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.90E-30,PF13460,NAD_binding_10  NAD(P)H-binding,2.60E-22,,,,
WP_068065561.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_068065557.1,,rev,7041,7367,NO PFAM MATCH,,,,,,,,,,,,
